longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-118.24,34.0,43.0,863.0,206.0,788.0,187.0,0.9463,95000.0,<1H OCEAN
-118.32,34.02,48.0,1949.0,308.0,823.0,340.0,3.3906,189700.0,<1H OCEAN
-118.34,33.99,34.0,397.0,132.0,250.0,121.0,1.675,166700.0,<1H OCEAN
-118.25,33.95,35.0,1405.0,326.0,1086.0,273.0,1.0375,89800.0,<1H OCEAN
-118.27,33.94,39.0,2078.0,561.0,1901.0,504.0,1.1468,96900.0,<1H OCEAN
-118.24,33.95,40.0,1193.0,280.0,1210.0,286.0,1.35,89500.0,<1H OCEAN
-118.24,33.94,42.0,380.0,106.0,411.0,100.0,0.9705,90000.0,<1H OCEAN
-118.42,34.12,27.0,2089.0,303.0,654.0,270.0,12.3767,500001.0,<1H OCEAN
-118.48,34.07,37.0,4042.0,549.0,1318.0,542.0,12.8665,500001.0,<1H OCEAN
-118.53,34.09,37.0,5477.0,833.0,1925.0,757.0,8.1888,500001.0,<1H OCEAN
-118.54,34.06,21.0,3755.0,525.0,1493.0,526.0,11.4233,500001.0,<1H OCEAN
-118.5,34.05,36.0,4152.0,542.0,1461.0,550.0,15.0001,500001.0,<1H OCEAN
-118.44,34.06,28.0,3910.0,959.0,1763.0,867.0,5.5,500001.0,<1H OCEAN
-118.46,34.07,49.0,2418.0,301.0,850.0,318.0,14.2867,500001.0,<1H OCEAN
-118.42,34.05,52.0,2533.0,402.0,981.0,386.0,7.8164,500001.0,<1H OCEAN
-118.4,34.05,43.0,1028.0,145.0,394.0,149.0,10.4519,500001.0,<1H OCEAN
-118.39,34.03,25.0,3442.0,1050.0,1890.0,914.0,3.0574,319400.0,<1H OCEAN
-118.44,34.03,30.0,1039.0,303.0,606.0,274.0,3.125,343800.0,<1H OCEAN
-118.44,34.0,40.0,1287.0,346.0,806.0,311.0,3.875,321300.0,<1H OCEAN
-118.44,33.99,43.0,1432.0,308.0,782.0,303.0,4.3333,303900.0,<1H OCEAN
-118.31,33.84,5.0,3559.0,869.0,2965.0,794.0,2.6491,216700.0,<1H OCEAN
-118.3,33.75,48.0,1958.0,386.0,1098.0,380.0,4.625,273400.0,<1H OCEAN
-118.25,34.23,37.0,1954.0,368.0,967.0,370.0,5.0862,261300.0,<1H OCEAN
-118.27,34.22,34.0,8206.0,1186.0,3141.0,1150.0,7.2812,462200.0,<1H OCEAN
-118.26,34.18,32.0,14556.0,2077.0,5459.0,2017.0,8.1657,500001.0,<1H OCEAN
-118.26,34.16,19.0,2919.0,857.0,1866.0,811.0,3.1733,206300.0,<1H OCEAN
-118.32,34.19,37.0,1335.0,249.0,485.0,240.0,4.1731,352100.0,<1H OCEAN
-118.34,34.18,45.0,1328.0,290.0,720.0,289.0,3.875,226900.0,<1H OCEAN
-118.45,34.28,36.0,2602.0,638.0,2780.0,620.0,2.7155,149800.0,<1H OCEAN
-117.73,34.12,26.0,1279.0,163.0,412.0,157.0,6.1731,293800.0,INLAND
-117.88,34.13,33.0,3713.0,718.0,2106.0,720.0,4.0023,185500.0,<1H OCEAN
-117.86,34.14,33.0,2344.0,363.0,1098.0,359.0,6.2089,283400.0,INLAND
-117.77,34.07,36.0,2922.0,652.0,2392.0,629.0,2.8661,124000.0,INLAND
-117.95,34.11,29.0,1986.0,448.0,2013.0,432.0,3.1034,140800.0,INLAND
-117.95,34.09,21.0,2215.0,484.0,1792.0,419.0,2.8375,166500.0,<1H OCEAN
-117.92,34.0,36.0,116.0,30.0,193.0,35.0,3.8125,136300.0,<1H OCEAN
-117.98,34.02,32.0,2945.0,651.0,2044.0,652.0,3.1979,183900.0,<1H OCEAN
-118.02,34.09,32.0,1747.0,399.0,1199.0,402.0,3.4286,191800.0,INLAND
-118.02,34.07,21.0,3245.0,959.0,3528.0,887.0,2.3236,156300.0,INLAND
-118.18,34.2,44.0,1473.0,250.0,668.0,239.0,8.72,415900.0,<1H OCEAN
-118.2,34.19,38.0,2176.0,266.0,798.0,243.0,15.0001,500001.0,<1H OCEAN
-118.18,34.16,34.0,5012.0,746.0,1699.0,715.0,9.4987,500001.0,<1H OCEAN
-118.17,34.18,44.0,1401.0,246.0,607.0,271.0,2.8472,218800.0,<1H OCEAN
-118.11,34.18,52.0,3571.0,510.0,1434.0,490.0,5.9009,376000.0,INLAND
-118.09,34.12,45.0,2966.0,415.0,1231.0,409.0,7.8347,500001.0,<1H OCEAN
-118.08,34.13,39.0,788.0,128.0,413.0,139.0,5.9546,396700.0,INLAND
-118.08,34.11,42.0,1969.0,353.0,927.0,354.0,5.5924,285300.0,<1H OCEAN
-118.09,34.1,27.0,6010.0,1532.0,3620.0,1445.0,2.7436,201700.0,<1H OCEAN
-118.1,34.07,36.0,3661.0,956.0,3816.0,931.0,2.5104,185000.0,<1H OCEAN
-118.1,34.05,31.0,3559.0,734.0,2975.0,715.0,3.756,183300.0,<1H OCEAN
-118.08,33.97,36.0,1678.0,323.0,1380.0,352.0,3.5481,163300.0,<1H OCEAN
-118.01,33.93,34.0,2424.0,468.0,1293.0,444.0,3.275,189900.0,<1H OCEAN
-117.99,33.93,27.0,3708.0,718.0,1921.0,721.0,4.375,210400.0,<1H OCEAN
-118.1,34.02,33.0,1143.0,172.0,508.0,174.0,4.9107,279900.0,<1H OCEAN
-118.12,34.01,33.0,1956.0,478.0,1472.0,464.0,1.9867,166300.0,<1H OCEAN
-118.2,33.93,36.0,1191.0,345.0,1193.0,295.0,2.5185,138800.0,<1H OCEAN
-118.21,33.93,41.0,619.0,138.0,636.0,145.0,2.5083,118100.0,<1H OCEAN
-118.27,33.92,34.0,1178.0,260.0,1166.0,244.0,1.9185,93300.0,<1H OCEAN
-118.27,33.91,32.0,2238.0,471.0,1292.0,467.0,1.1705,110600.0,<1H OCEAN
-118.28,33.82,30.0,3615.0,760.0,2813.0,752.0,5.3849,217700.0,<1H OCEAN
-118.21,33.84,28.0,822.0,205.0,627.0,192.0,3.4583,166300.0,<1H OCEAN
-118.11,33.95,34.0,1723.0,279.0,617.0,252.0,6.7501,400000.0,<1H OCEAN
-118.14,33.94,35.0,2987.0,601.0,1561.0,606.0,4.0039,226500.0,<1H OCEAN
-118.1,33.91,40.0,513.0,100.0,399.0,99.0,4.875,167600.0,<1H OCEAN
-118.1,33.89,35.0,994.0,203.0,602.0,185.0,3.5865,178000.0,<1H OCEAN
-118.16,33.9,28.0,2410.0,616.0,2399.0,594.0,2.7339,156700.0,<1H OCEAN
-118.13,33.9,36.0,1814.0,350.0,886.0,347.0,3.4868,208400.0,<1H OCEAN
-118.04,33.86,21.0,2870.0,437.0,1671.0,470.0,7.2628,322700.0,<1H OCEAN
-118.08,33.88,27.0,3065.0,736.0,1840.0,719.0,3.6417,208100.0,<1H OCEAN
-118.09,33.88,27.0,3119.0,635.0,1887.0,567.0,3.8654,195300.0,<1H OCEAN
-118.14,33.86,43.0,2104.0,382.0,1071.0,396.0,5.0,208900.0,<1H OCEAN
-118.15,33.87,33.0,2373.0,552.0,1673.0,571.0,3.0685,181800.0,<1H OCEAN
-118.18,33.86,39.0,2925.0,732.0,1702.0,642.0,2.375,160800.0,<1H OCEAN
-118.13,33.82,44.0,1785.0,307.0,779.0,291.0,4.3056,228600.0,<1H OCEAN
-118.1,33.82,36.0,2422.0,420.0,1193.0,421.0,4.8462,225700.0,<1H OCEAN
-118.32,33.94,36.0,1153.0,224.0,639.0,226.0,4.0,192000.0,<1H OCEAN
-118.35,33.95,45.0,1076.0,213.0,781.0,238.0,3.95,164000.0,<1H OCEAN
-118.36,33.95,26.0,3231.0,1089.0,3193.0,1020.0,2.6535,177200.0,<1H OCEAN
-118.37,33.93,10.0,199.0,41.0,61.0,56.0,2.8958,245800.0,<1H OCEAN
-118.37,33.93,46.0,1130.0,201.0,503.0,196.0,4.4861,246300.0,<1H OCEAN
-118.32,33.89,44.0,1300.0,252.0,695.0,249.0,5.1669,220600.0,<1H OCEAN
-118.33,33.9,21.0,6603.0,1984.0,5546.0,1745.0,2.6091,163900.0,<1H OCEAN
-118.34,33.89,36.0,2274.0,411.0,1232.0,423.0,5.373,244500.0,<1H OCEAN
-118.36,33.89,27.0,2837.0,684.0,2141.0,648.0,3.1325,215000.0,<1H OCEAN
-118.43,33.9,27.0,1536.0,377.0,553.0,326.0,5.4088,500001.0,<1H OCEAN
-118.41,33.89,34.0,2959.0,639.0,1143.0,593.0,6.348,500001.0,<1H OCEAN
-118.36,33.87,17.0,1082.0,291.0,598.0,281.0,3.9868,281900.0,<1H OCEAN
-118.41,33.88,40.0,925.0,254.0,371.0,227.0,5.2533,500001.0,<1H OCEAN
-118.39,33.86,24.0,2386.0,582.0,1152.0,568.0,4.8971,400700.0,<1H OCEAN
-118.37,33.82,32.0,2815.0,607.0,1338.0,609.0,4.5687,381200.0,<1H OCEAN
-118.32,33.8,29.0,4317.0,1037.0,2102.0,959.0,3.1275,286400.0,<1H OCEAN
-118.36,33.79,34.0,5166.0,704.0,2071.0,668.0,8.3609,500001.0,NEAR OCEAN
-118.38,33.8,36.0,4421.0,702.0,1433.0,624.0,8.0838,500001.0,NEAR OCEAN
-118.46,33.77,28.0,3065.0,406.0,1101.0,391.0,10.5536,500001.0,NEAR OCEAN
-118.37,33.77,26.0,6339.0,876.0,2540.0,880.0,10.1447,500001.0,NEAR OCEAN
-118.32,33.75,33.0,2996.0,398.0,1048.0,387.0,9.267,500001.0,NEAR OCEAN
-118.32,33.74,24.0,6097.0,794.0,2248.0,806.0,10.1357,500001.0,NEAR OCEAN
-118.4,34.09,45.0,2686.0,283.0,857.0,259.0,15.0001,500001.0,<1H OCEAN
-118.39,34.08,52.0,3759.0,464.0,1407.0,422.0,15.0001,500001.0,<1H OCEAN
-118.42,34.08,48.0,2413.0,261.0,770.0,248.0,15.0001,500001.0,<1H OCEAN
-118.4,34.06,52.0,2501.0,362.0,748.0,349.0,6.6343,500001.0,<1H OCEAN
-118.49,34.04,50.0,2597.0,340.0,964.0,339.0,13.3036,500001.0,<1H OCEAN
-118.48,34.04,47.0,1956.0,277.0,724.0,277.0,8.9616,500001.0,<1H OCEAN
-118.4,34.0,34.0,1816.0,335.0,872.0,339.0,4.85,329400.0,<1H OCEAN
-118.4,34.0,37.0,1534.0,258.0,751.0,259.0,5.444,336000.0,<1H OCEAN
-118.35,33.99,48.0,2741.0,439.0,1115.0,459.0,5.0514,269100.0,<1H OCEAN
-118.66,34.02,23.0,8798.0,1465.0,2750.0,1208.0,8.7364,500001.0,NEAR OCEAN
-117.9,34.53,8.0,3484.0,647.0,2169.0,619.0,3.9766,135800.0,INLAND
-118.1,34.58,29.0,2843.0,603.0,1517.0,573.0,2.6658,106900.0,INLAND
-122.49,38.1,43.0,1226.0,244.0,491.0,205.0,4.9286,307000.0,NEAR BAY
-122.5,37.96,16.0,100.0,20.0,45.0,25.0,6.1359,212500.0,NEAR BAY
-122.56,37.94,36.0,2023.0,242.0,653.0,241.0,10.6272,500001.0,NEAR BAY
-122.52,37.93,34.0,2782.0,502.0,1219.0,507.0,5.0779,333900.0,NEAR BAY
-122.51,37.92,32.0,2622.0,541.0,1022.0,464.0,3.7647,375000.0,NEAR BAY
-122.52,37.92,24.0,421.0,64.0,163.0,75.0,14.5833,500001.0,NEAR BAY
-122.45,37.91,27.0,2682.0,382.0,935.0,369.0,10.0791,500001.0,NEAR BAY
-122.5,37.88,28.0,5448.0,1089.0,2100.0,1023.0,4.7475,474600.0,NEAR BAY
-119.85,37.39,14.0,2744.0,555.0,1153.0,474.0,2.753,111100.0,INLAND
-123.47,39.8,18.0,2130.0,545.0,863.0,346.0,2.3571,79200.0,INLAND
-120.45,37.32,19.0,3136.0,466.0,1631.0,484.0,3.6471,101400.0,INLAND
-120.44,37.31,16.0,3369.0,532.0,1770.0,574.0,5.2662,126200.0,INLAND
-121.02,37.09,17.0,1118.0,270.0,560.0,244.0,2.0216,112500.0,INLAND
-121.63,36.68,24.0,2591.0,739.0,3243.0,702.0,2.1766,108500.0,<1H OCEAN
-121.74,36.49,33.0,2952.0,565.0,1264.0,517.0,4.4209,274600.0,<1H OCEAN
-121.92,36.61,29.0,3735.0,808.0,1873.0,757.0,3.1543,253800.0,NEAR OCEAN
-121.93,36.63,33.0,1740.0,342.0,638.0,329.0,3.1912,319800.0,NEAR OCEAN
-121.79,36.68,22.0,6912.0,1513.0,3794.0,1455.0,3.0608,168300.0,<1H OCEAN
-122.24,38.25,33.0,213.0,36.0,91.0,33.0,4.9167,187500.0,NEAR BAY
-121.05,39.13,10.0,3063.0,497.0,1168.0,507.0,4.4375,185100.0,INLAND
-121.2,39.23,9.0,2802.0,447.0,955.0,418.0,5.2359,213300.0,INLAND
-121.16,39.18,14.0,1006.0,187.0,462.0,185.0,3.1042,152000.0,INLAND
-117.98,33.86,26.0,1240.0,285.0,781.0,315.0,4.1287,205800.0,<1H OCEAN
-117.96,33.87,35.0,1972.0,367.0,1152.0,356.0,3.7222,187500.0,<1H OCEAN
-117.91,33.87,52.0,2031.0,506.0,1191.0,463.0,2.9076,177300.0,<1H OCEAN
-117.89,33.88,33.0,1582.0,256.0,771.0,240.0,5.3836,229600.0,<1H OCEAN
-117.84,33.9,24.0,1723.0,223.0,707.0,219.0,7.0352,299600.0,<1H OCEAN
-117.76,33.88,9.0,4838.0,759.0,2090.0,695.0,6.6536,307800.0,<1H OCEAN
-117.67,33.61,23.0,3588.0,577.0,1695.0,569.0,6.1401,243200.0,<1H OCEAN
-117.53,33.69,6.0,454.0,102.0,213.0,43.0,10.9704,483300.0,<1H OCEAN
-117.61,33.67,3.0,4541.0,720.0,1600.0,583.0,6.8004,284900.0,<1H OCEAN
-117.7,33.6,16.0,2092.0,489.0,877.0,392.0,3.0461,216900.0,<1H OCEAN
-117.69,33.47,23.0,3499.0,722.0,1480.0,634.0,3.86,300000.0,<1H OCEAN
-117.78,33.68,14.0,1750.0,336.0,852.0,300.0,4.6793,236800.0,<1H OCEAN
-117.8,33.55,35.0,2067.0,428.0,724.0,377.0,5.8371,500001.0,<1H OCEAN
-117.83,33.66,15.0,2355.0,438.0,747.0,450.0,6.5356,272800.0,<1H OCEAN
-117.85,33.62,18.0,729.0,105.0,316.0,108.0,10.3893,500001.0,<1H OCEAN
-117.78,33.51,44.0,1833.0,331.0,515.0,268.0,6.6178,500001.0,<1H OCEAN
-117.8,33.63,15.0,3236.0,451.0,1289.0,416.0,11.1121,493000.0,<1H OCEAN
-117.91,33.61,38.0,1232.0,178.0,410.0,171.0,11.075,500001.0,<1H OCEAN
-117.92,33.61,37.0,1244.0,173.0,394.0,154.0,10.3682,500001.0,<1H OCEAN
-117.9,33.63,26.0,4486.0,554.0,1598.0,549.0,10.1454,500001.0,<1H OCEAN
-117.9,33.64,28.0,2466.0,507.0,1081.0,465.0,3.9375,339800.0,<1H OCEAN
-117.9,33.67,25.0,639.0,98.0,311.0,93.0,6.6833,275900.0,<1H OCEAN
-117.88,33.7,18.0,2135.0,373.0,1464.0,405.0,5.4836,225800.0,<1H OCEAN
-117.84,33.73,20.0,2572.0,732.0,1534.0,669.0,2.4211,175000.0,<1H OCEAN
-117.86,33.74,38.0,2415.0,642.0,3242.0,599.0,3.425,165600.0,<1H OCEAN
-117.89,33.74,32.0,1562.0,365.0,2145.0,347.0,2.9167,158400.0,<1H OCEAN
-117.88,33.78,26.0,1813.0,421.0,1235.0,343.0,3.5972,187500.0,<1H OCEAN
-117.85,33.79,46.0,1846.0,383.0,867.0,336.0,3.4234,200000.0,<1H OCEAN
-117.85,33.78,23.0,3187.0,870.0,1977.0,852.0,3.3939,212100.0,<1H OCEAN
-117.86,33.78,21.0,2713.0,731.0,1952.0,722.0,2.6959,178800.0,<1H OCEAN
-117.93,33.84,23.0,2870.0,653.0,1680.0,598.0,3.2301,189900.0,<1H OCEAN
-117.96,33.81,34.0,1416.0,277.0,980.0,284.0,4.7772,182500.0,<1H OCEAN
-117.98,33.8,35.0,2114.0,341.0,1077.0,343.0,5.4876,227500.0,<1H OCEAN
-117.96,33.68,25.0,2004.0,349.0,1085.0,343.0,4.7656,230700.0,<1H OCEAN
-118.04,33.76,16.0,2070.0,263.0,878.0,297.0,7.0879,338800.0,<1H OCEAN
-118.07,33.81,22.0,2711.0,352.0,1305.0,368.0,8.5407,398800.0,<1H OCEAN
-118.01,33.87,25.0,6348.0,1615.0,4188.0,1497.0,3.139,185700.0,<1H OCEAN
-120.04,39.24,30.0,2369.0,469.0,510.0,213.0,2.65,123800.0,INLAND
-120.98,38.99,17.0,3403.0,661.0,1540.0,622.0,3.6354,162900.0,INLAND
-120.87,39.15,17.0,1819.0,389.0,736.0,283.0,2.8603,128900.0,INLAND
-117.36,33.98,46.0,1680.0,453.0,1570.0,435.0,2.0436,82300.0,INLAND
-117.44,33.92,33.0,2433.0,525.0,1466.0,517.0,3.0437,110800.0,INLAND
-117.44,33.99,12.0,9966.0,1517.0,5008.0,1492.0,4.5625,171300.0,INLAND
-117.57,33.93,3.0,1240.0,151.0,519.0,146.0,7.5408,271900.0,INLAND
-117.46,33.94,26.0,2481.0,620.0,2411.0,552.0,1.7059,85800.0,INLAND
-117.46,33.93,19.0,4780.0,861.0,3043.0,766.0,3.7431,132800.0,INLAND
-117.23,33.94,8.0,2405.0,537.0,1594.0,517.0,3.0789,114200.0,INLAND
-117.17,33.83,7.0,77.0,12.0,64.0,15.0,4.6,187500.0,INLAND
-117.31,33.67,9.0,981.0,169.0,596.0,156.0,3.1832,157400.0,<1H OCEAN
-117.43,33.55,8.0,446.0,62.0,188.0,68.0,9.4356,465600.0,<1H OCEAN
-117.12,33.52,4.0,30401.0,4957.0,13251.0,4339.0,4.5841,212300.0,<1H OCEAN
-116.53,33.85,16.0,10077.0,2186.0,3048.0,1337.0,2.9647,110900.0,INLAND
-116.44,33.74,5.0,846.0,249.0,117.0,67.0,7.9885,403300.0,INLAND
-121.5,38.55,49.0,4094.0,634.0,1363.0,659.0,5.2362,236800.0,INLAND
-121.55,38.5,9.0,4868.0,738.0,2036.0,750.0,5.7621,204600.0,INLAND
-121.48,38.52,34.0,2561.0,497.0,1583.0,530.0,3.1583,95800.0,INLAND
-121.47,38.52,26.0,2177.0,638.0,1971.0,560.0,1.2575,66800.0,INLAND
-121.36,38.6,36.0,1275.0,227.0,530.0,245.0,3.875,133600.0,INLAND
-121.34,38.58,18.0,1631.0,228.0,599.0,228.0,7.8031,267200.0,INLAND
-121.31,38.72,11.0,2306.0,420.0,1308.0,418.0,3.9506,122200.0,INLAND
-121.3,38.69,13.0,2135.0,429.0,779.0,432.0,3.6995,134900.0,INLAND
-121.15,38.68,6.0,9798.0,1551.0,4583.0,1494.0,5.0159,189600.0,INLAND
-120.95,36.47,52.0,1691.0,301.0,618.0,239.0,3.2292,225000.0,<1H OCEAN
-117.62,34.15,16.0,13556.0,1704.0,5669.0,1668.0,6.5138,311500.0,INLAND
-117.39,34.12,7.0,5059.0,780.0,3253.0,801.0,4.9196,140500.0,INLAND
-117.38,34.07,6.0,1156.0,191.0,910.0,234.0,4.9091,122400.0,INLAND
-117.34,34.12,26.0,1008.0,164.0,568.0,196.0,3.3516,105600.0,INLAND
-117.31,34.15,7.0,5747.0,1307.0,2578.0,1147.0,3.3281,122200.0,INLAND
-117.29,34.15,49.0,1820.0,321.0,757.0,324.0,3.2976,102600.0,INLAND
