longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-121.97,37.54,31.0,1949.0,344.0,986.0,322.0,4.6349,196200.0,<1H OCEAN
-121.92,37.49,10.0,7441.0,1588.0,3571.0,1466.0,5.1643,193100.0,<1H OCEAN
-122.05,37.55,23.0,4247.0,835.0,2357.0,823.0,5.1321,211300.0,NEAR BAY
-122.04,37.5,17.0,407.0,97.0,307.0,100.0,3.1696,156300.0,NEAR BAY
-122.0,37.51,7.0,6352.0,1390.0,3223.0,1316.0,4.9867,181700.0,<1H OCEAN
-121.88,37.66,29.0,2702.0,680.0,1360.0,642.0,3.1127,233000.0,INLAND
-121.89,37.66,3.0,1565.0,464.0,769.0,461.0,2.1187,231300.0,INLAND
-121.86,37.66,22.0,3634.0,664.0,1699.0,640.0,4.1597,293200.0,INLAND
-121.85,37.72,43.0,228.0,40.0,83.0,42.0,10.3203,400000.0,INLAND
-121.89,37.69,4.0,6159.0,1510.0,2649.0,1241.0,3.62,139300.0,<1H OCEAN
-121.62,37.61,26.0,1786.0,306.0,771.0,279.0,5.7239,430600.0,INLAND
-121.61,37.77,32.0,404.0,74.0,144.0,58.0,4.2083,125000.0,INLAND
-121.75,37.68,35.0,1755.0,299.0,702.0,263.0,5.2443,183400.0,INLAND
-121.77,37.68,44.0,495.0,112.0,277.0,109.0,2.6667,179200.0,INLAND
-120.55,38.45,17.0,2277.0,474.0,767.0,356.0,2.5208,99100.0,INLAND
-120.79,38.54,34.0,1133.0,254.0,495.0,187.0,2.05,68900.0,INLAND
-120.8,38.51,23.0,1001.0,195.0,369.0,157.0,3.125,96400.0,INLAND
-120.88,38.45,25.0,1374.0,297.0,657.0,288.0,2.5476,97900.0,INLAND
-120.93,38.5,15.0,1248.0,234.0,529.0,216.0,3.3393,107200.0,INLAND
-120.98,38.34,27.0,3471.0,653.0,1793.0,600.0,3.5508,99100.0,INLAND
-120.88,38.32,18.0,2791.0,492.0,1187.0,438.0,3.2589,103000.0,INLAND
-120.69,38.36,19.0,3267.0,614.0,1252.0,566.0,2.7236,109900.0,INLAND
-121.85,39.74,41.0,2901.0,689.0,1426.0,632.0,1.5633,84500.0,INLAND
-121.86,39.74,13.0,3494.0,843.0,1571.0,784.0,1.1019,120200.0,INLAND
-121.83,39.74,34.0,3263.0,604.0,1290.0,594.0,2.575,130300.0,INLAND
-121.84,39.73,52.0,502.0,100.0,311.0,100.0,1.5481,200000.0,INLAND
-121.84,39.73,52.0,857.0,232.0,520.0,198.0,0.987,112500.0,INLAND
-121.84,39.73,52.0,957.0,263.0,513.0,223.0,1.3672,55000.0,INLAND
-121.81,39.71,18.0,1222.0,250.0,708.0,281.0,2.0288,116700.0,INLAND
-121.59,39.78,18.0,945.0,205.0,385.0,207.0,2.1838,58000.0,INLAND
-121.57,39.78,18.0,2221.0,459.0,952.0,440.0,2.0458,105700.0,INLAND
-121.58,39.76,18.0,1676.0,332.0,733.0,318.0,1.7875,103800.0,INLAND
-121.6,39.68,15.0,1677.0,345.0,844.0,330.0,2.3958,111200.0,INLAND
-121.56,39.52,26.0,1957.0,429.0,945.0,397.0,1.7308,53600.0,INLAND
-121.56,39.53,12.0,1733.0,421.0,1861.0,415.0,1.5771,65200.0,INLAND
-121.55,39.51,50.0,1050.0,288.0,485.0,260.0,1.1607,51700.0,INLAND
-121.57,39.48,15.0,202.0,54.0,145.0,40.0,0.8252,42500.0,INLAND
-121.53,39.49,19.0,1537.0,329.0,617.0,274.0,1.5313,50300.0,INLAND
-121.54,39.47,14.0,1724.0,315.0,939.0,302.0,2.4952,53900.0,INLAND
-121.55,39.48,41.0,461.0,107.0,284.0,90.0,2.2045,41800.0,INLAND
-121.53,39.44,26.0,1340.0,255.0,662.0,239.0,2.6071,57100.0,INLAND
-121.46,39.4,17.0,3659.0,735.0,1970.0,667.0,2.425,96200.0,INLAND
-121.54,39.33,27.0,720.0,150.0,359.0,138.0,2.5313,61300.0,INLAND
-121.69,39.36,29.0,2220.0,471.0,1170.0,428.0,2.3224,56200.0,INLAND
-121.7,39.37,32.0,1852.0,373.0,911.0,365.0,1.7885,57000.0,INLAND
-121.7,39.36,46.0,1210.0,243.0,523.0,242.0,1.91,63900.0,INLAND
-121.71,39.42,21.0,1432.0,284.0,862.0,275.0,2.2813,57600.0,INLAND
-121.71,39.41,22.0,1814.0,342.0,941.0,323.0,2.1728,59400.0,INLAND
-121.79,39.48,39.0,1105.0,180.0,408.0,166.0,3.3929,82100.0,INLAND
-120.55,38.07,27.0,1199.0,224.0,463.0,199.0,2.9063,92200.0,INLAND
-120.79,38.24,19.0,1003.0,235.0,538.0,190.0,2.9821,90400.0,INLAND
-120.88,38.16,8.0,2029.0,387.0,1000.0,364.0,4.0109,125900.0,INLAND
-120.72,38.24,32.0,2685.0,543.0,1061.0,492.0,2.5473,101600.0,INLAND
-120.56,38.39,20.0,1326.0,307.0,563.0,237.0,2.6667,86600.0,INLAND
-120.54,38.41,21.0,1435.0,294.0,668.0,267.0,2.5667,77400.0,INLAND
-120.19,38.42,11.0,1568.0,369.0,82.0,33.0,3.125,77500.0,INLAND
-122.0,38.99,39.0,1548.0,323.0,815.0,286.0,2.9489,67500.0,INLAND
-121.99,39.15,17.0,6440.0,1204.0,3266.0,1142.0,2.7137,72000.0,INLAND
-122.05,39.34,44.0,1064.0,230.0,494.0,175.0,2.875,61500.0,INLAND
-121.65,38.03,28.0,3144.0,694.0,1095.0,482.0,3.4402,192400.0,INLAND
-121.63,38.03,17.0,2549.0,596.0,1169.0,500.0,3.6694,209400.0,INLAND
-121.63,38.04,25.0,2019.0,411.0,888.0,326.0,3.2619,183800.0,INLAND
-121.68,37.93,44.0,1014.0,225.0,704.0,238.0,1.6554,119400.0,INLAND
-121.7,37.96,33.0,2396.0,452.0,1391.0,465.0,3.2813,151400.0,INLAND
-121.7,37.91,17.0,1962.0,291.0,825.0,267.0,4.8958,187100.0,INLAND
-121.7,37.93,10.0,3258.0,612.0,1779.0,558.0,4.6587,152500.0,INLAND
-121.78,38.01,19.0,2688.0,469.0,1216.0,422.0,4.4491,133900.0,INLAND
-121.82,38.01,47.0,1265.0,254.0,587.0,247.0,2.6364,93500.0,INLAND
-121.83,38.0,8.0,2572.0,738.0,1384.0,684.0,1.7161,75800.0,INLAND
-121.79,37.99,18.0,3646.0,534.0,1651.0,535.0,5.7321,164700.0,INLAND
-122.11,38.0,9.0,3424.0,583.0,1460.0,543.0,5.76,212600.0,NEAR BAY
-122.11,37.99,10.0,2864.0,514.0,1300.0,507.0,4.3875,287700.0,NEAR BAY
-122.07,37.97,20.0,1705.0,353.0,856.0,341.0,3.7262,211800.0,NEAR BAY
-122.06,37.94,19.0,4005.0,972.0,1896.0,893.0,2.5268,235700.0,NEAR BAY
-122.07,37.94,30.0,1260.0,276.0,707.0,221.0,2.892,220800.0,NEAR BAY
-122.04,38.0,16.0,3077.0,733.0,1447.0,709.0,3.2484,91100.0,NEAR BAY
-122.06,37.99,17.0,1319.0,316.0,384.0,269.0,1.8229,137500.0,NEAR BAY
-121.97,37.97,24.0,1330.0,183.0,656.0,205.0,5.0092,244100.0,INLAND
-122.0,37.96,32.0,3364.0,666.0,1980.0,678.0,3.7,179000.0,INLAND
-121.98,37.96,12.0,5048.0,1122.0,2209.0,1014.0,3.1573,126700.0,INLAND
-122.01,37.97,34.0,3259.0,498.0,1250.0,478.0,5.3794,206200.0,NEAR BAY
